,enrollee_id,target
147,24754,0
148,3901,0
149,8499,0
150,6139,0
151,31696,0
152,24611,0
153,18882,0
154,11713,0
155,7027,0
156,23513,0
157,3013,0
158,11584,0
159,24451,0
160,17738,0
161,30028,0
162,9366,0
163,25896,0
164,29281,0
165,31222,0
166,11790,0
167,15533,0
168,10055,0
169,32053,0
170,9977,0
171,30111,0
172,20140,0
173,24780,0
174,33097,0
175,1312,0
176,8694,0
177,14127,0
178,29904,0
179,29099,0
180,18616,0
181,31040,0
182,28643,0
183,7132,0
184,30579,0
185,19419,0
186,7835,0
187,11957,0
188,20303,0
189,20120,0
190,24434,0
191,25972,0
192,10442,0
193,24285,0
194,8925,0
195,26227,0
196,15960,0
197,28482,0
198,23555,0
199,10319,0
200,9717,0
201,24606,0
202,4545,0
203,30371,0
204,10309,0
205,11076,0
206,14411,0
207,18403,0
208,30763,0
209,10772,0
210,10597,0
211,6940,0
212,14149,0
213,30682,0
214,33089,0
215,28300,0
216,28024,0
217,15923,0
218,23021,0
219,9271,0
220,24649,0
221,25717,0
222,21247,0
223,2302,0
224,32609,0
225,27506,0
226,30403,0
227,6612,0
228,14011,0
229,22398,0
230,13659,0
231,7087,0
232,33044,0
233,29659,0
234,23199,0
235,1093,0
236,12165,0
237,27636,0
238,11850,0
239,1929,0
240,31747,0
241,29506,0
242,10320,0
243,4209,0
244,28190,0
245,26665,0
246,13817,0
247,2899,0
248,8530,0
249,28742,0
250,4944,0
251,16458,0
252,23632,0
253,7422,0
254,14564,0
255,18967,0
256,12862,0
257,18021,0
258,27748,0
259,1683,0
260,13043,0
261,274,0
262,30001,0
263,19300,0
264,25154,0
265,1387,0
266,6261,0
267,22427,0
268,1348,0
269,23959,0
270,24455,0
271,6441,0
272,13576,0
273,21421,0
274,18542,0
275,2303,0
276,4541,0
277,22275,0
278,14004,0
279,2246,0
280,23304,0
281,28181,0
282,28971,0
283,10488,0
284,23594,0
285,25132,0
286,11381,0
287,8885,0
288,23577,0
289,26207,0
290,11901,0
291,27544,0
292,30808,0
293,4629,0
294,8110,0
295,28621,0
296,30647,0
297,8427,0
298,14577,0
299,28792,0
300,17562,0
301,22218,0
302,4942,0
303,29970,0
304,5829,0
305,4243,0
306,7600,0
307,16780,0
308,4979,0
309,4473,0
310,13871,0
311,5314,0
312,20327,0
313,29210,0
314,10237,0
315,26825,0
316,32970,0
317,13250,0
318,7381,0
319,30473,0
320,9636,0
321,31683,0
322,19525,0
323,31584,0
324,18901,0
325,340,0
326,28881,0
327,29003,0
328,23445,0
329,19486,0
330,26531,0
331,15476,0
332,8078,0
333,9731,0
334,5959,0
335,10208,0
336,11322,0
337,1118,0
338,15482,0
339,14191,0
340,31824,0
341,9215,0
342,17787,0
343,18472,0
344,1142,0
345,26038,0
346,31976,0
347,17174,0
348,819,0
349,3189,0
350,4734,0
351,20936,0
352,10966,0
353,21084,0
354,3171,0
355,2483,0
356,14282,0
357,5863,0
358,32830,0
359,3333,0
360,16152,0
361,9535,0
362,20776,0
363,33351,0
364,19444,0
365,15447,0
366,17912,0
367,11109,0
368,21309,0
369,29469,0
370,3648,0
371,11115,0
372,14807,0
373,18390,0
374,27682,0
375,25516,0
376,27042,0
377,9707,0
378,4098,0
379,16288,0
380,29114,0
381,920,0
382,7015,0
383,32618,0
384,23029,0
385,1273,0
386,1154,0
387,3382,0
388,22533,0
389,16613,0
390,10591,0
391,11702,0
392,25036,0
393,25908,0
394,9328,0
395,18570,0
396,16377,0
397,1918,0
398,5016,0
399,6799,0
400,27432,0
401,5084,0
402,28274,0
403,32752,0
404,3515,0
405,23754,0
406,1062,0
407,25454,0
408,9996,0
409,6373,0
410,31597,0
411,27118,0
412,17264,0
413,13980,0
414,10147,0
415,25488,0
416,32686,0
417,1493,0
418,1843,0
419,13780,0
420,31797,0
421,18719,0
422,22422,0
423,22859,0
424,7547,0
425,11759,0
426,7582,0
427,267,0
428,11913,0
429,7978,0
430,27768,0
431,27267,0
432,11095,0
433,8372,0
434,5984,0
435,30724,0
436,12535,0
437,7622,0
438,26753,0
439,9790,0
440,16515,0
441,8569,0
442,7400,0
443,1245,0
444,18336,0
445,24528,0
446,1382,0
447,24352,0
448,32543,0
449,17036,0
450,18120,0
451,22560,0
452,704,0
453,33324,0
454,4329,0
455,21971,0
456,8995,0
457,23607,0
458,32701,0
459,6962,0
460,8127,0
461,22658,0
462,18934,0
463,29583,0
464,4796,0
465,6116,0
466,24703,0
467,23219,0
468,22799,0
469,33160,0
470,18986,0
471,21327,0
472,13680,0
473,21825,0
474,2721,0
475,18425,0
476,15408,0
477,18326,0
478,10658,0
479,7070,0
480,20876,0
481,21114,0
482,8472,0
483,31563,0
484,28846,0
485,23053,0
486,32028,0
487,29784,0
488,16997,0
489,18355,0
490,30847,0
491,13841,1
492,18197,0
493,28060,0
494,16197,0
495,3471,0
496,20009,0
497,16602,0
498,26534,0
499,26089,0
500,12502,0
501,15073,0
502,25259,0
503,32479,0
504,3963,0
505,18314,0
506,3736,0
507,23637,0
508,32876,0
509,25338,0
510,26816,1
511,10071,0
512,14710,0
513,15111,0
514,6487,0
515,839,0
516,14595,0
517,23338,0
518,793,0
519,7619,0
520,5086,0
521,26231,0
522,15727,0
523,30631,0
524,28466,0
525,14801,0
526,10950,0
527,22709,0
528,22876,0
529,2343,0
530,24009,0
531,33140,0
532,29717,0
533,27130,0
534,23368,0
535,12526,0
536,25760,0
537,206,0
538,6237,0
539,29192,0
540,8922,0
541,19322,0
542,23059,0
543,10925,0
544,7902,0
545,23776,0
546,8019,0
547,24822,0
548,21213,0
549,6661,0
550,20119,0
551,4544,0
552,19490,0
553,14176,0
554,18931,0
555,22804,0
556,14116,0
557,260,0
558,14057,0
559,15512,0
560,25751,0
561,10837,0
562,18591,0
563,20682,0
564,9041,0
565,21208,0
566,19564,0
567,9228,0
568,20175,0
569,25702,0
570,31835,0
571,1546,0
572,24412,0
573,26171,0
574,28167,0
575,5291,0
576,3101,0
577,19558,0
578,23605,0
579,13407,0
580,6239,0
581,5612,0
582,4471,0
583,27496,0
584,17138,0
585,1624,0
586,6916,0
587,15057,0
588,10203,0
589,2250,0
590,20360,0
591,11057,0
592,25313,0
593,10932,0
594,9493,0
595,21771,0
596,14028,0
597,9204,0
598,4185,0
599,25606,0
600,16076,0
601,23791,0
602,13760,0
603,1960,0
604,26095,0
605,33117,0
606,6386,0
607,2453,0
608,24851,0
609,12998,0
610,30429,0
611,807,0
612,6743,0
613,19514,0
614,14829,0
615,14480,0
616,3943,0
617,1983,0
618,28766,0
619,6591,0
620,15963,0
621,19921,0
622,3395,0
623,902,0
624,3553,0
625,5283,0
626,28842,0
627,603,0
628,4671,0
629,16661,0
630,24803,0
631,17449,0
632,23709,0
633,7123,0
634,12569,0
635,21568,0
636,24889,0
637,13958,0
638,5663,0
639,31319,0
640,32844,0
641,15909,0
642,1447,0
643,17578,0
644,21302,0
645,26283,0
646,32418,0
647,1168,0
648,15284,0
649,19018,0
650,32809,0
651,17198,0
652,13139,0
653,6741,0
654,21445,0
655,16987,0
656,28244,0
657,42,0
658,11860,0
659,14782,0
660,16619,0
661,17597,0
662,7459,0
663,2765,0
664,23977,0
665,26743,0
666,13704,0
667,17856,0
668,6767,0
669,4551,0
670,5578,0
671,31405,0
672,21113,0
673,32067,0
674,4253,0
675,13087,0
676,32759,0
677,6368,0
678,28849,0
679,32590,0
680,23442,0
681,10149,0
682,11792,0
683,10201,0
684,31963,0
685,10139,0
686,19046,0
687,22109,0
688,3207,0
689,19203,0
690,14733,0
691,2606,0
692,24469,0
693,22081,0
694,32432,0
695,5456,0
696,27127,0
697,16724,0
698,3110,0
699,19065,0
700,21138,0
701,10816,0
702,7046,0
703,7567,0
704,12954,0
705,14223,0
706,10034,0
707,28269,0
708,32547,0
709,18948,0
710,28353,0
711,17253,0
712,7172,0
713,23477,0
714,30844,0
715,20713,0
716,2390,0
717,22464,0
718,18588,0
719,2166,0
720,32474,0
721,8923,0
722,9252,0
723,32016,0
724,32744,0
725,4756,0
726,6383,0
727,30426,0
728,10086,0
729,6258,0
730,4646,0
731,11051,0
732,1652,0
733,20963,0
734,12820,0
735,8413,0
736,23866,0
737,9072,0
738,8103,0
739,16084,0
740,7592,0
741,5563,0
742,30820,0
743,12723,0
744,31820,0
745,25244,0
746,13148,0
747,4845,0
748,26409,0
749,158,0
750,32041,0
751,6600,0
752,27930,0
753,20867,0
754,4429,0
755,19340,0
756,15522,0
757,29954,0
758,9377,0
759,2812,0
760,21714,0
761,12010,0
762,618,0
763,18418,0
764,20058,0
765,9545,0
766,17361,0
767,33024,0
768,31154,0
769,26258,0
770,23460,0
771,30985,0
772,28872,0
773,19324,0
774,3282,0
775,28158,0
776,26943,0
777,23816,0
778,6929,0
779,30746,0
780,28487,0
781,29963,0
782,17181,0
783,1541,0
784,7220,0
785,27396,0
786,26469,0
787,14220,0
788,6150,0
789,4737,0
790,13032,0
791,10334,0
792,17450,0
793,26807,0
794,24578,0
795,29158,0
796,12916,0
797,18490,0
798,12734,0
799,21988,0
800,20638,0
801,30320,0
802,9617,0
803,7171,0
804,23542,0
805,23588,0
806,16785,0
807,18534,0
808,4407,0
809,6375,0
810,8740,0
811,8444,0
812,26369,0
813,11358,0
814,14671,0
815,24082,0
816,4850,0
817,23986,0
818,16237,0
819,20355,0
820,2298,0
821,5639,0
822,11520,0
823,17545,0
824,11974,0
825,31876,0
826,1839,0
827,2592,0
828,20428,0
829,32316,0
830,1800,0
831,23928,0
832,1204,0
833,26470,0
834,31895,0
835,7444,0
836,20545,0
837,8289,0
838,20851,0
839,27338,0
840,29539,0
841,38,0
842,32860,0
843,29931,0
844,5977,0
845,19557,0
846,26883,0
847,25551,0
848,25859,0
849,17576,0
850,26980,0
851,3583,0
852,25146,0
853,5361,0
854,1989,0
855,7692,0
856,19992,0
857,18074,0
858,4641,0
859,10143,0
860,4208,0
861,623,0
862,13738,0
863,10877,0
864,25816,0
865,12199,0
866,1006,0
867,30593,0
868,1197,0
869,15304,0
870,5345,0
871,9198,0
872,22510,0
873,24791,0
874,32943,0
875,27348,0
876,7401,0
877,18004,0
878,26893,0
879,20279,0
880,18610,0
881,27495,0
882,27067,0
883,12293,0
884,20088,0
885,22020,0
886,27634,0
887,30565,0
888,6805,0
889,20722,0
890,6041,0
891,3270,0
892,25703,0
893,17603,0
894,25390,0
895,15397,0
896,4561,0
897,5177,0
898,24847,0
899,1310,0
900,28422,0
901,10389,0
902,27294,0
903,33322,0
904,22179,0
905,7947,0
906,25122,0
907,11767,0
908,192,0
909,11896,0
910,14666,0
911,17171,0
912,677,0
913,3305,0
914,13566,0
915,17219,0
916,26865,0
917,14067,0
918,2023,0
919,14852,0
920,11559,0
921,17563,0
922,13057,0
923,7284,0
924,14155,0
925,8660,0
926,29077,0
927,18612,0
928,22707,0
929,5048,0
930,18987,0
931,4248,0
932,30148,0
933,5234,0
934,14397,0
935,27754,0
936,24401,0
937,30529,0
938,18156,0
939,2657,0
940,24550,0
941,7223,0
942,11451,0
943,24287,0
944,13578,0
945,22628,0
946,14362,0
947,21901,0
948,8823,0
949,1514,0
950,30104,0
951,8300,0
952,23793,0
953,6759,0
954,25671,0
955,26722,0
956,28592,0
957,4861,0
958,14280,0
959,17551,0
960,8459,0
961,483,0
962,28734,0
963,13301,0
964,24176,0
965,9716,0
966,19952,0
967,29892,0
968,13660,0
969,22732,0
970,15823,0
971,26399,0
972,7652,0
973,15488,0
974,22426,0
975,5025,0
976,18036,0
977,10342,0
978,19501,0
979,29194,0
980,26297,0
981,18046,0
982,17007,0
983,10508,0
984,2320,0
985,32359,0
986,5033,0
987,6077,0
988,30067,0
989,2898,0
990,32772,0
991,26956,0
992,11735,0
993,22228,0
994,15907,0
995,17019,0
996,11136,0
997,16605,0
998,10802,0
999,4521,0
1000,3254,0
1001,10573,0
1002,19133,0
1003,406,0
1004,11300,0
1005,4071,0
1006,5230,0
1007,6861,0
1008,2404,0
1009,22691,0
1010,19458,0
1011,24693,0
1012,27243,0
1013,32379,0
1014,29768,0
1015,32456,0
1016,23046,0
1017,22031,0
1018,11793,0
1019,29254,0
1020,26894,0
1021,1730,0
1022,4300,0
1023,26821,0
1024,24554,0
1025,30286,0
1026,1136,0
1027,20825,0
1028,17618,0
1029,10277,0
1030,27215,0
1031,7653,0
1032,29212,0
1033,21214,0
1034,12592,0
1035,9388,0
1036,23331,0
1037,28797,0
1038,29983,0
1039,20039,0
1040,29579,0
1041,13247,0
1042,24648,0
1043,21653,0
1044,15168,0
1045,4790,0
1046,965,0
1047,22792,0
1048,21658,0
1049,31419,0
1050,31476,0
1051,4026,0
1052,21859,0
1053,10612,0
1054,13171,0
1055,12298,0
1056,6710,0
1057,15876,0
1058,9639,0
1059,23957,0
1060,32083,0
1061,446,0
1062,771,0
1063,7486,0
1064,7575,0
1065,11626,0
1066,32670,0
1067,26784,0
1068,20217,0
1069,17154,0
1070,56,0
1071,14018,0
1072,25326,0
1073,31418,0
1074,16205,0
1075,5625,0
1076,20783,0
1077,19610,0
1078,18703,0
1079,1003,0
1080,31455,0
1081,7820,0
1082,8598,0
1083,1377,0
1084,13475,0
1085,19093,0
1086,1256,0
1087,19271,0
1088,9799,0
1089,22679,0
1090,26828,0
1091,30479,0
1092,5235,0
1093,7114,0
1094,20418,0
1095,21618,0
1096,9908,0
1097,1823,0
1098,30842,0
1099,12728,0
1100,1821,0
1101,15155,0
1102,18812,0
1103,22380,0
1104,8686,0
1105,24043,0
1106,19944,0
1107,26763,0
1108,30167,0
1109,3844,0
1110,33255,0
1111,14184,0
1112,18414,0
1113,3603,0
1114,26599,0
1115,23387,0
1116,11064,0
1117,17356,0
1118,377,0
1119,504,0
1120,13895,0
1121,16266,0
1122,10557,0
1123,27746,0
1124,21322,0
1125,26971,0
1126,4064,0
1127,15725,0
1128,32381,0
1129,23781,0
1130,31840,0
1131,17313,0
1132,26000,0
1133,16393,0
1134,32194,0
1135,13565,0
1136,4807,0
1137,14222,0
1138,11476,0
1139,9787,0
1140,14378,0
1141,2635,0
1142,28905,0
1143,22834,0
1144,13202,0
1145,3085,0
1146,11359,0
1147,31153,0
1148,12175,0
1149,14000,0
1150,29558,0
1151,984,0
1152,29474,0
1153,17933,0
1154,21779,0
1155,23196,0
1156,22678,0
1157,9178,0
1158,25331,0
1159,25013,0
1160,30555,0
1161,19505,0
1162,31772,0
1163,23619,0
1164,6086,0
1165,23321,0
1166,29831,0
1167,29452,0
1168,2673,0
1169,3730,0
1170,13280,0
1171,23413,0
1172,1736,0
1173,23060,0
1174,12209,0
1175,9076,0
1176,9966,0
1177,14181,0
1178,1548,0
1179,9095,0
1180,23105,0
1181,27072,0
1182,32951,0
1183,960,0
1184,30468,0
1185,22795,0
1186,6562,0
1187,30246,0
1188,5344,0
1189,17006,0
1190,823,0
1191,23162,0
1192,8494,0
1193,26512,0
1194,22479,0
1195,2472,0
1196,29408,0
1197,27410,0
1198,28961,0
1199,28086,0
1200,23389,0
1201,13151,0
1202,13108,0
1203,17106,0
1204,1554,0
1205,30672,0
1206,29595,0
1207,8600,0
1208,23820,0
1209,1314,0
1210,23999,0
1211,3875,0
1212,32733,0
1213,1560,0
1214,17978,0
1215,14354,0
1216,1737,0
1217,28581,0
1218,29564,0
1219,20585,0
1220,24830,0
1221,24005,0
1222,32125,0
1223,11630,0
1224,33074,0
1225,788,0
1226,20561,0
1227,15640,0
1228,32318,0
1229,123,0
1230,11741,0
1231,7142,0
1232,16560,0
1233,29358,0
1234,19820,0
1235,27444,0
1236,27106,0
1237,8779,0
1238,18633,0
1239,25037,0
1240,5188,0
1241,1869,0
1242,21069,0
1243,4782,0
1244,3311,0
1245,8707,0
1246,1111,0
1247,967,0
1248,32394,0
1249,21806,0
1250,13622,0
1251,31656,0
1252,28036,0
1253,15478,0
1254,4078,0
1255,13341,0
1256,23846,0
1257,13957,0
1258,8522,0
1259,25970,0
1260,9756,0
1261,28001,0
1262,18246,0
1263,30865,0
1264,6876,0
1265,13706,0
1266,7630,0
1267,26848,0
1268,1397,0
1269,14301,0
1270,12633,0
1271,29897,0
1272,5704,0
1273,5874,0
1274,29277,0
1275,8469,0
1276,10340,0
1277,32322,0
1278,21219,0
1279,7906,0
1280,15240,0
1281,2360,0
1282,15455,0
1283,25964,0
1284,14452,0
1285,5527,0
1286,7730,0
1287,32172,0
1288,11705,0
1289,12896,0
1290,24116,0
1291,12316,0
1292,23446,0
1293,13859,0
1294,7908,0
1295,22779,0
1296,11024,0
1297,10424,0
1298,15177,0
1299,5163,0
1300,385,0
1301,24316,0
1302,19947,0
1303,7129,0
1304,23933,0
1305,13239,0
1306,9368,0
1307,29248,0
1308,21558,0
1309,8466,0
1310,5282,0
1311,28721,0
1312,17546,0
1313,5167,0
1314,19755,0
1315,18313,0
1316,16357,0
1317,8843,0
1318,4486,0
1319,21712,0
1320,31128,0
1321,9429,0
1322,16153,0
1323,11106,0
1324,937,0
1325,8943,0
1326,32421,0
1327,24471,0
1328,15497,0
1329,27561,0
1330,32628,0
1331,24259,0
1332,25039,0
1333,2503,0
1334,31570,0
1335,28996,0
1336,23878,0
1337,5182,0
1338,24391,0
1339,13522,0
1340,31534,0
1341,33157,0
1342,30611,0
1343,11388,0
1344,18888,0
1345,19081,0
1346,18330,0
1347,10755,0
1348,32034,0
1349,13822,0
1350,3240,0
1351,16921,0
1352,14424,0
1353,18175,0
1354,11135,0
1355,13887,0
1356,9955,0
1357,3434,0
1358,4882,0
1359,20451,0
1360,24853,0
1361,14443,0
1362,6067,0
1363,32160,0
1364,32938,0
1365,28238,0
1366,14921,0
1367,23423,0
1368,29552,0
1369,9791,0
1370,6227,0
1371,14316,0
1372,6328,0
1373,5402,0
1374,21082,0
1375,12221,0
1376,1185,0
1377,32389,0
1378,8298,0
1379,26046,0
1380,13813,0
1381,27639,0
1382,9251,0
1383,4226,0
1384,21713,0
1385,19342,0
1386,14426,0
1387,30833,0
1388,7776,0
1389,2732,0
1390,30174,0
1391,7393,0
1392,32597,0
1393,24804,0
1394,9696,0
1395,9091,0
1396,8423,0
1397,6713,0
1398,33103,0
1399,4125,0
1400,15371,0
1401,29381,0
1402,27134,0
1403,26385,0
1404,20032,0
1405,11743,0
1406,4945,0
1407,32499,0
1408,6809,0
1409,3954,0
1410,9621,0
1411,11524,0
1412,29228,0
1413,18422,0
1414,20781,0
1415,1574,0
1416,32687,0
1417,12174,0
1418,11544,0
1419,14936,0
1420,3421,0
1421,3400,0
1422,4428,0
1423,17207,0
1424,4228,0
1425,3165,0
1426,6921,0
1427,20860,0
1428,4519,0
1429,24712,0
1430,30310,0
1431,27905,0
1432,13468,0
1433,7530,0
1434,12819,0
1435,30563,0
1436,14497,0
1437,10701,0
1438,16213,0
1439,15407,0
1440,6830,0
1441,23305,0
1442,6462,0
1443,21705,0
1444,15187,0
1445,27736,0
1446,12712,0
1447,20505,0
1448,12635,0
1449,26148,0
1450,12748,0
1451,4089,0
1452,8381,0
1453,33267,0
1454,29485,0
1455,24055,0
1456,23899,0
1457,13599,0
1458,30580,0
1459,1727,0
1460,23033,0
1461,32782,0
1462,32153,0
1463,19766,0
1464,661,0
1465,32994,0
1466,24249,0
1467,7954,0
1468,24784,0
1469,27181,0
1470,11405,0
1471,17746,0
1472,9601,0
1473,1213,0
1474,3009,0
1475,24283,0
1476,24130,0
1477,2216,0
1478,4477,0
1479,3906,0
1480,5184,0
1481,8523,0
1482,8145,0
1483,24036,0
1484,2924,0
1485,16142,0
1486,415,0
1487,1454,0
1488,26492,0
1489,21457,0
1490,4732,0
1491,17140,0
1492,20107,0
1493,26049,0
1494,32955,0
1495,29203,0
1496,30931,0
1497,2000,0
1498,26034,0
1499,26279,0
1500,1076,0
1501,19873,0
1502,24164,0
1503,2431,0
1504,16428,0
1505,5386,0
1506,32563,0
1507,19761,0
1508,6124,0
1509,10468,0
1510,3734,0
1511,10110,0
1512,10358,0
1513,5818,0
1514,4439,0
1515,10909,0
1516,28535,0
1517,16682,0
1518,3186,0
1519,10412,0
1520,5970,0
1521,21362,0
1522,2618,0
1523,917,0
1524,9212,0
1525,8322,0
1526,31376,0
1527,30364,0
1528,31003,0
1529,6998,0
1530,8674,0
1531,25427,0
1532,18247,0
1533,5658,0
1534,19034,0
1535,3226,0
1536,271,0
1537,27268,0
1538,6467,0
1539,12252,0
1540,10624,0
1541,13956,0
1542,31369,0
1543,1354,0
1544,32449,0
1545,11760,0
1546,19643,0
1547,29825,0
1548,17100,0
1549,22068,0
1550,4555,0
1551,32690,0
1552,8072,0
1553,8234,0
1554,14183,0
1555,2850,0
1556,20084,0
1557,24934,0
1558,28883,0
1559,4371,0
1560,10199,0
1561,31343,0
1562,4918,0
1563,24341,0
1564,29643,0
1565,18381,0
1566,5974,0
1567,19633,0
1568,12825,0
1569,5836,0
1570,24966,0
1571,7279,0
1572,31328,0
1573,1618,0
1574,32104,0
1575,7555,0
1576,8432,0
1577,23874,0
1578,29299,0
1579,16093,0
1580,19661,0
1581,19310,0
1582,29612,0
1583,32936,0
1584,30387,0
1585,26486,0
1586,10638,0
1587,7095,0
1588,33120,0
1589,17439,0
1590,17651,0
1591,28380,0
1592,31955,0
1593,6913,0
1594,29530,0
1595,17137,0
1596,4987,0
1597,533,0
1598,20934,0
1599,26638,0
1600,2198,0
1601,796,0
1602,27799,0
1603,11631,0
1604,447,0
1605,2060,0
1606,18956,0
1607,17495,0
1608,342,0
1609,20904,0
1610,992,0
1611,12643,0
1612,17719,0
1613,34,0
1614,5566,0
1615,4616,0
1616,13569,0
1617,7568,0
1618,29996,0
1619,32056,0
1620,14135,0
1621,9533,0
1622,16641,0
1623,28571,0
1624,1423,0
1625,13414,0
1626,151,0
1627,13732,0
1628,6749,0
1629,12351,0
1630,2929,0
1631,20125,0
1632,7267,0
1633,22606,0
1634,32341,0
1635,20689,0
1636,24709,0
1637,9778,0
1638,23758,0
1639,28171,0
1640,14962,0
1641,8407,0
1642,25479,0
1643,32282,0
1644,15085,0
1645,27538,0
1646,561,0
1647,9682,0
1648,14715,0
1649,30038,0
1650,14115,0
1651,21443,0
1652,9654,0
1653,31409,0
1654,26501,0
1655,31197,0
1656,8419,0
1657,21011,0
1658,24888,0
1659,29404,0
1660,22241,0
1661,22580,0
1662,29400,0
1663,25246,0
1664,17833,0
1665,29567,0
1666,10305,0
1667,16409,0
1668,31391,0
1669,10759,0
1670,14333,0
1671,20123,0
1672,6644,0
1673,23963,0
1674,25098,0
1675,5641,0
1676,31546,0
1677,1166,0
1678,7939,0
1679,31518,0
1680,12908,0
1681,30464,0
1682,32786,0
1683,21683,0
1684,19462,0
1685,30168,0
1686,30035,0
1687,19850,0
1688,30981,0
1689,1467,0
1690,28440,0
1691,9104,0
1692,7674,0
1693,23620,0
1694,24003,0
1695,15130,0
1696,10709,0
1697,14896,0
1698,31715,0
1699,15227,0
1700,30505,0
1701,21622,0
1702,12399,0
1703,14,0
1704,4203,0
1705,16527,0
1706,22986,0
1707,20792,0
1708,24384,0
1709,30853,0
1710,27734,0
1711,8679,0
1712,8351,0
1713,31853,0
1714,29446,0
1715,29162,0
1716,14410,0
1717,14120,0
1718,10041,0
1719,100,0
1720,6085,0
1721,4086,0
1722,32767,0
1723,1578,0
1724,27840,0
1725,25063,0
1726,17364,0
1727,652,0
1728,5392,0
1729,17230,0
1730,11046,0
1731,19303,0
1732,20104,0
1733,18701,0
1734,22885,0
1735,27564,0
1736,4240,0
1737,31298,0
1738,29182,0
1739,19518,0
1740,14703,0
1741,11567,0
1742,20760,0
1743,29757,0
1744,12649,0
1745,30864,0
1746,14224,0
1747,13939,0
1748,30824,0
1749,2231,0
1750,7938,0
1751,2925,0
1752,23493,0
1753,18767,0
1754,23530,0
1755,18856,0
1756,18114,0
1757,6490,0
1758,29873,0
1759,7501,0
1760,27974,0
1761,12056,0
1762,15633,0
1763,27430,0
1764,10255,0
1765,14003,0
1766,19166,0
1767,18165,0
1768,25254,0
1769,22817,0
1770,12251,0
1771,28820,0
1772,29527,0
1773,2496,0
1774,632,0
1775,32478,0
1776,27405,0
1777,31122,0
1778,10360,0
1779,8212,0
1780,11013,0
1781,28088,0
1782,23762,0
1783,14038,0
1784,7438,0
1785,19955,0
1786,14427,0
1787,7230,0
1788,12445,0
1789,19524,0
1790,3973,0
1791,19585,0
1792,26340,0
1793,5849,0
1794,15677,0
1795,24579,0
1796,19876,0
1797,6794,0
1798,13358,0
1799,27305,0
1800,28192,0
1801,29977,0
1802,21531,0
1803,14064,0
1804,14403,0
1805,20199,0
1806,12553,0
1807,32819,0
1808,1848,0
1809,4160,0
1810,31514,0
1811,25650,0
1812,3392,0
1813,20944,0
1814,17335,0
1815,28450,0
1816,22297,0
1817,10667,0
1818,12359,0
1819,30009,0
1820,13224,0
1821,932,0
1822,20852,0
1823,15981,0
1824,18854,0
1825,18846,0
1826,8586,0
1827,862,0
1828,28773,0
1829,27076,0
1830,15877,0
1831,11869,0
1832,28366,0
1833,17111,0
1834,2782,0
1835,19746,0
1836,66,0
1837,33029,0
1838,27951,0
1839,30863,0
1840,27598,0
1841,33284,0
1842,24505,0
1843,6545,0
1844,30966,0
1845,29511,0
1846,10155,0
1847,26249,0
1848,29690,0
1849,1651,0
1850,27145,0
1851,6271,0
1852,12570,0
1853,10185,0
1854,1130,0
1855,24757,0
1856,12632,0
1857,20362,0
1858,8061,0
1859,19723,0
1860,16725,0
1861,16071,0
1862,4075,0
1863,26823,0
1864,28271,0
1865,30805,0
1866,194,0
1867,1876,0
1868,12891,0
1869,24044,0
1870,23148,0
1871,1785,0
1872,10889,0
1873,29584,0
1874,7359,0
1875,30977,0
1876,8742,0
1877,15293,0
1878,28551,0
1879,30458,0
